date,country,event,impact,actual,forecast,previous
2024/11/15 09:30:00,CAD,Manufacturing Sales (MoM) (Sep),Low Volatility Expected,-0.5%,-0.7%,-1.3%
2024/11/15 09:30:00,CAD,New Motor Vehicle Sales (MoM) (Sep),Low Volatility Expected,168.5K,,166.0K
2024/11/15 09:30:00,CAD,Wholesale Sales (MoM) (Sep),Moderate Volatility Expected,0.8%,1.0%,-0.9%
2024/11/15 10:00:00,USD,Fed Collins Speaks,Low Volatility Expected,,,
2024/11/15 10:15:00,USD,Capacity Utilization Rate (Oct),Low Volatility Expected,77.1%,77.1%,77.4%
2024/11/15 10:15:00,USD,Industrial Production (MoM) (Oct),Moderate Volatility Expected,-0.3%,-0.3%,-0.5%
2024/11/15 10:15:00,USD,Industrial Production (YoY) (Oct),Moderate Volatility Expected,-0.29%,,-0.73%
2024/11/15 10:15:00,USD,Manufacturing Production (MoM) (Oct),Low Volatility Expected,-0.5%,-0.5%,-0.3%
2024/11/15 11:00:00,USD,Business Inventories (MoM) (Sep),Moderate Volatility Expected,0.1%,0.2%,0.3%
2024/11/15 11:00:00,USD,Retail Inventories Ex Auto (Sep),Moderate Volatility Expected,0.2%,0.3%,0.1%
2024/11/15 11:00:00,EUR,ECB's Lane Speaks,Moderate Volatility Expected,,,
2024/11/15 11:30:00,CAD,BoC Senior Loan Officer Survey (Q3),Low Volatility Expected,1.7,,6.9
2024/11/15 14:00:00,USD,Atlanta Fed GDPNow (Q4),Moderate Volatility Expected,2.5%,2.5%,2.5%
2024/11/15 14:00:00,USD,U.S. Baker Hughes Oil Rig Count,Moderate Volatility Expected,478,,479
2024/11/15 14:00:00,USD,U.S. Baker Hughes Total Rig Count,Moderate Volatility Expected,584,,585
2024/11/15 14:15:00,USD,FOMC Member Williams Speaks,Moderate Volatility Expected,,,
2024/11/15 16:30:00,GBP,CFTC GBP speculative net positions,Moderate Volatility Expected,56.0K,,45.1K
2024/11/15 16:30:00,USD,CFTC Aluminium speculative net positions,Low Volatility Expected,3.0K,,3.1K
2024/11/15 16:30:00,USD,CFTC Copper speculative net positions,Low Volatility Expected,20.8K,,23.7K
2024/11/15 16:30:00,USD,CFTC Corn speculative net positions,Low Volatility Expected,177.6K,,102.6K
2024/11/15 16:30:00,USD,CFTC Crude Oil speculative net positions,Moderate Volatility Expected,186.9K,,196.1K
2024/11/15 16:30:00,USD,CFTC Gold speculative net positions,Moderate Volatility Expected,236.5K,,255.3K
2024/11/15 16:30:00,USD,CFTC Nasdaq 100 speculative net positions,Moderate Volatility Expected,16.4K,,16.1K
2024/11/15 16:30:00,USD,CFTC Natural Gas speculative net positions,Low Volatility Expected,-156.1K,,-156.4K
2024/11/15 16:30:00,USD,CFTC S&P 500 speculative net positions,Moderate Volatility Expected,25.0K,,113.4K
2024/11/15 16:30:00,USD,CFTC Silver speculative net positions,Low Volatility Expected,47.6K,,53.3K
2024/11/15 16:30:00,USD,CFTC Soybeans speculative net positions,Low Volatility Expected,-77.1K,,-89.0K
2024/11/15 16:30:00,USD,CFTC Wheat speculative net positions,Low Volatility Expected,-38.5K,,-22.5K
2024/11/15 16:30:00,CAD,CFTC CAD speculative net positions,Low Volatility Expected,-182.4K,,-175.2K
2024/11/15 16:30:00,KRW,Exports (YoY) (Oct),Low Volatility Expected,4.6%,,4.6%
2024/11/15 16:30:00,KRW,Imports (YoY) (Oct),Low Volatility Expected,1.7%,,1.7%
2024/11/15 16:30:00,KRW,Trade Balance (Oct),Low Volatility Expected,3.15B,,3.17B
2024/11/15 16:30:00,CHF,CFTC CHF speculative net positions,Low Volatility Expected,-32.7K,,-30.0K
2024/11/15 16:30:00,AUD,CFTC AUD speculative net positions,Moderate Volatility Expected,29.8K,,31.0K
2024/11/15 16:30:00,BRL,CFTC BRL speculative net positions,Moderate Volatility Expected,-7.6K,,-12.5K
2024/11/15 16:30:00,JPY,CFTC JPY speculative net positions,Moderate Volatility Expected,-64.9K,,-44.2K
2024/11/15 16:30:00,NZD,CFTC NZD speculative net positions,Low Volatility Expected,-11.7K,,-8.2K
2024/11/15 16:30:00,RUB,CFTC RUB speculative positions,Moderate Volatility Expected,,,-41.1K
2024/11/15 16:30:00,EUR,CFTC EUR speculative net positions,Moderate Volatility Expected,-7.4K,,-21.7K
2024/11/16 07:15:00,EUR,ECB's De Guindos Speaks,Moderate Volatility Expected,,,
2024/11/16 09:00:00,EUR,ECB's Schnabel Speaks,Moderate Volatility Expected,,,
2024/11/17 12:55:00,USD,Fed Collins Speaks,Low Volatility Expected,,,
2024/11/17 17:30:00,NZD,Performance of Services Index,Low Volatility Expected,46.0,,45.7
2024/11/17 17:45:00,NZD,PPI Input (QoQ) (Q3),Moderate Volatility Expected,1.9%,1.0%,1.4%
2024/11/17 17:45:00,NZD,PPI Output (QoQ) (Q3),Low Volatility Expected,1.5%,0.9%,1.1%
2024/11/17 19:50:00,JPY,Core Machinery Orders (YoY) (Sep),Low Volatility Expected,-4.8%,2.2%,-3.4%
2024/11/17 19:50:00,JPY,Core Machinery Orders (MoM) (Sep),Low Volatility Expected,-0.7%,1.4%,-1.9%
2024/11/17 20:01:00,GBP,Rightmove House Price Index (MoM) (Nov),Low Volatility Expected,-1.4%,,0.3%
2024/11/17 20:30:00,SGD,Non-Oil Exports (MoM) (Oct),Low Volatility Expected,-7.40%,,-0.60%
2024/11/17 20:30:00,SGD,Non-Oil Exports (YoY) (Oct),Low Volatility Expected,-4.60%,,0.90%
2024/11/17 20:30:00,SGD,Trade Balance (Oct),Low Volatility Expected,4.410B,,5.210B
2024/11/17 21:05:00,JPY,BOJ Gov Ueda Speaks,Low Volatility Expected,,,
2024/11/17 22:00:00,NZD,RBNZ Offshore Holdings (Oct),Low Volatility Expected,59.20%,,58.30%
2024/11/18 02:30:00,AUD,RBA Assist Gov Kent Speaks,Moderate Volatility Expected,,,
2024/11/18 03:30:00,CHF,Industrial Production (YoY) (Q3),Low Volatility Expected,3.50%,,7.00%
2024/11/18 04:00:00,EUR,German Buba President Nagel Speaks,Moderate Volatility Expected,,,
2024/11/18 04:15:00,EUR,ECB's De Guindos Speaks,Moderate Volatility Expected,,,
2024/11/18 04:30:00,HKD,Unemployment Rate (Oct),Low Volatility Expected,3.1%,,3.0%
2024/11/18 05:00:00,EUR,Spanish Trade Balance (Sep),Low Volatility Expected,-3.30B,,-4.80B
2024/11/18 05:30:00,EUR,German Buba Mauderer Speaks,Moderate Volatility Expected,,,
2024/11/18 06:00:00,EUR,Trade Balance (Sep),Moderate Volatility Expected,12.5B,7.9B,4.1B
2024/11/18 06:35:41,GBP,Rightmove House Price Index (YoY) (Nov),Low Volatility Expected,1.2%,,1.0%
2024/11/18 06:50:00,EUR,German 12-Month Bubill Auction,Low Volatility Expected,2.667%,,2.574%
2024/11/18 07:00:00,EUR,German Buba Monthly Report,Low Volatility Expected,,,
2024/11/18 07:25:00,BRL,BCB Focus Market Readout,Low Volatility Expected,,,
2024/11/18 09:00:00,EUR,ECB's Lane Speaks,Moderate Volatility Expected,,,
2024/11/18 09:15:00,CAD,Housing Starts (Oct),Moderate Volatility Expected,240.8K,239.0K,223.4K
2024/11/18 09:30:00,CAD,Foreign Securities Purchases (Sep),Moderate Volatility Expected,29.30B,10.50B,10.33B
2024/11/18 09:30:00,CAD,Foreign Securities Purchases by Canadians (Sep),Low Volatility Expected,4.140B,,12.250B
2024/11/18 10:00:00,EUR,German Buba Vice President Buch Speaks,Moderate Volatility Expected,,,
2024/11/18 10:00:00,EUR,French 12-Month BTF Auction,Low Volatility Expected,2.507%,,2.515%
2024/11/18 10:00:00,EUR,French 3-Month BTF Auction,Low Volatility Expected,2.937%,,2.989%
2024/11/18 10:00:00,EUR,French 6-Month BTF Auction,Low Volatility Expected,2.724%,,2.806%
2024/11/18 11:00:00,USD,Fed Goolsbee Speaks,Low Volatility Expected,,,
2024/11/18 11:00:00,USD,NAHB Housing Market Index (Nov),Low Volatility Expected,46,42,43
2024/11/18 12:30:00,USD,3-Month Bill Auction,Low Volatility Expected,4.420%,,4.420%
2024/11/18 12:30:00,USD,6-Month Bill Auction,Low Volatility Expected,4.310%,,4.310%
2024/11/18 14:30:00,EUR,ECB President Lagarde Speaks,Moderate Volatility Expected,,,
2024/11/18 17:00:00,USD,"US Foreign Buying, T-bonds (Sep)",Low Volatility Expected,77.00B,,19.20B
2024/11/18 17:00:00,USD,Overall Net Capital Flow (Sep),Low Volatility Expected,398.40B,,75.90B
2024/11/18 17:00:00,USD,TIC Net Long-Term Transactions (Sep),Moderate Volatility Expected,216.1B,114.3B,108.8B
2024/11/18 17:00:00,USD,TIC Net Long-Term Transactions including Swaps (Sep),Low Volatility Expected,216.10B,,108.80B
2024/11/18 20:30:00,AUD,RBA Meeting Minutes,Moderate Volatility Expected,,,
2024/11/19 03:00:00,CHF,Trade Balance (Oct),Low Volatility Expected,8.063B,4.250B,4.942B
2024/11/19 04:45:00,EUR,ECB's Elderson Speaks,Moderate Volatility Expected,,,
2024/11/19 05:00:00,EUR,Current Account (Sep),Low Volatility Expected,37.0B,27.0B,31.5B
2024/11/19 05:00:00,EUR,Current Account n.s.a. (Sep),Low Volatility Expected,51.5B,,38.8B
2024/11/19 06:00:00,GBP,15-Year Treasury Gilt Auction,Low Volatility Expected,4.558%,,4.131%
2024/11/19 06:00:00,GBP,BoE Gov Bailey Speaks,Moderate Volatility Expected,,,
2024/11/19 06:00:00,GBP,BoE MPC Member Mann Speaks,Moderate Volatility Expected,,,
2024/11/19 06:00:00,GBP,BoE MPC Treasury Committee Hearings,Moderate Volatility Expected,,,
2024/11/19 06:00:00,EUR,Spanish Consumer Confidence (Oct),Low Volatility Expected,79.6,,84.8
2024/11/19 06:00:00,EUR,Core CPI (YoY) (Oct),Moderate Volatility Expected,2.7%,2.7%,2.7%
2024/11/19 06:00:00,EUR,Core CPI (MoM) (Oct),Low Volatility Expected,0.2%,0.2%,0.2%
2024/11/19 06:00:00,EUR,CPI (MoM) (Oct),Moderate Volatility Expected,0.3%,0.3%,-0.1%
2024/11/19 06:00:00,EUR,CPI (YoY) (Oct),High Volatility Expected,2.0%,2.0%,2.0%
2024/11/19 06:00:00,EUR,CPI ex Tobacco (MoM) (Oct),Low Volatility Expected,0.3%,,-0.1%
2024/11/19 06:00:00,EUR,CPI ex Tobacco (YoY) (Oct),Low Volatility Expected,1.9%,,1.6%
2024/11/19 06:00:00,EUR,"CPI, n.s.a (Oct)",Low Volatility Expected,127.03,127.03,126.60
2024/11/19 06:00:00,EUR,HICP ex Energy & Food (YoY) (Oct),Low Volatility Expected,2.7%,2.7%,2.7%
2024/11/19 06:00:00,EUR,HICP ex Energy and Food (MoM) (Oct),Low Volatility Expected,0.3%,0.2%,0.0%
2024/11/19 06:00:00,EUR,Labor Cost Index (YoY) (Q3),Low Volatility Expected,4.60%,,4.70%
2024/11/19 07:00:00,EUR,German Buba Monthly Report,Low Volatility Expected,,,
2024/11/19 08:00:00,NZD,GlobalDairyTrade Price Index,Low Volatility Expected,1.9%,,4.8%
2024/11/19 08:00:00,USD,Milk Auctions,Low Volatility Expected,"4,089.0",,"3,997.0"
2024/11/19 09:00:00,EUR,German Buba Mauderer Speaks,Moderate Volatility Expected,,,
2024/11/19 09:30:00,USD,Building Permits (Oct),Moderate Volatility Expected,1.416M,1.440M,1.425M
2024/11/19 09:30:00,USD,Building Permits (MoM) (Oct),Low Volatility Expected,-0.6%,,-3.1%
2024/11/19 09:30:00,USD,Housing Starts (Oct),Moderate Volatility Expected,1.311M,1.340M,1.353M
2024/11/19 09:30:00,USD,Housing Starts (MoM) (Oct),Moderate Volatility Expected,-3.1%,,-1.9%
2024/11/19 09:30:00,CAD,Common CPI (YoY) (Oct),Low Volatility Expected,2.2%,2.1%,2.1%
2024/11/19 09:30:00,CAD,Core CPI (MoM) (Oct),Moderate Volatility Expected,0.4%,,0.0%
2024/11/19 09:30:00,CAD,Core CPI (YoY) (Oct),Moderate Volatility Expected,1.7%,,1.6%
2024/11/19 09:30:00,CAD,CPI (YoY) (Oct),Low Volatility Expected,2.0%,1.9%,1.6%
2024/11/19 09:30:00,CAD,CPI (MoM) (Oct),Moderate Volatility Expected,0.4%,0.3%,-0.4%
2024/11/19 09:30:00,CAD,Median CPI (YoY) (Oct),Low Volatility Expected,2.5%,2.2%,2.3%
2024/11/19 09:30:00,CAD,Trimmed CPI (YoY) (Oct),Low Volatility Expected,2.6%,2.4%,2.4%
2024/11/19 09:55:00,USD,Redbook (YoY),Low Volatility Expected,5.1%,,4.8%
2024/11/19 11:30:00,USD,Atlanta Fed GDPNow (Q4),Moderate Volatility Expected,2.6%,2.5%,2.5%
2024/11/19 12:45:00,EUR,German Buba Balz Speaks,Moderate Volatility Expected,,,
2024/11/19 14:10:00,USD,Fed Schmid Speaks,Low Volatility Expected,,,
2024/11/19 17:00:00,KRW,PPI (MoM) (Oct),Low Volatility Expected,-0.1%,,-0.2%
2024/11/19 17:00:00,KRW,PPI (YoY) (Oct),Low Volatility Expected,1.0%,,1.0%
2024/11/19 17:30:00,USD,API Weekly Crude Oil Stock,Moderate Volatility Expected,4.753M,0.800M,-0.777M
2024/11/19 19:50:00,JPY,Adjusted Trade Balance,Moderate Volatility Expected,-0.36T,-0.15T,-0.27T
2024/11/19 19:50:00,JPY,Exports (YoY) (Oct),Moderate Volatility Expected,3.1%,2.2%,-1.7%
2024/11/19 19:50:00,JPY,Imports (YoY) (Oct),Low Volatility Expected,0.4%,-0.3%,1.8%
2024/11/19 19:50:00,JPY,Trade Balance (Oct),Moderate Volatility Expected,-461.2B,-360.4B,-294.1B
2024/11/19 20:00:00,AUD,MI Leading Index (MoM) (Oct),Low Volatility Expected,0.2%,,0.0%
2024/11/19 21:00:00,CNY,China Loan Prime Rate 5Y (Nov),Moderate Volatility Expected,3.60%,3.60%,3.60%
2024/11/19 21:00:00,CNY,PBoC Loan Prime Rate,Moderate Volatility Expected,3.10%,3.10%,3.10%
2024/11/20 03:00:00,GBP,Core CPI (MoM) (Oct),Low Volatility Expected,0.4%,,0.1%
2024/11/20 03:00:00,GBP,Core CPI (YoY) (Oct),Low Volatility Expected,3.3%,3.1%,3.2%
2024/11/20 03:00:00,GBP,Core PPI Output (MoM) (Oct),Low Volatility Expected,0.3%,,0.0%
2024/11/20 03:00:00,GBP,Core PPI Output (YoY) (Oct),Low Volatility Expected,1.7%,,1.4%
2024/11/20 03:00:00,GBP,Core RPI (MoM) (Oct),Low Volatility Expected,0.5%,,-0.4%
2024/11/20 03:00:00,GBP,Core RPI (YoY) (Oct),Low Volatility Expected,2.8%,,2.0%
2024/11/20 03:00:00,GBP,CPI (YoY) (Oct),High Volatility Expected,2.3%,2.2%,1.7%
2024/11/20 03:00:00,GBP,CPI (MoM) (Oct),Moderate Volatility Expected,0.6%,,0.0%
2024/11/20 03:00:00,GBP,"CPI, n.s.a (Oct)",Low Volatility Expected,135.00,,134.20
2024/11/20 03:00:00,GBP,PPI Input (MoM) (Oct),Moderate Volatility Expected,0.1%,0.5%,-0.5%
2024/11/20 03:00:00,GBP,PPI Input (YoY) (Oct),Low Volatility Expected,-2.3%,,-1.9%
2024/11/20 03:00:00,GBP,PPI Output (YoY) (Oct),Low Volatility Expected,-0.8%,,-0.6%
2024/11/20 03:00:00,GBP,PPI Output (MoM) (Oct),Low Volatility Expected,0.0%,-0.1%,-0.4%
2024/11/20 03:00:00,GBP,RPI (YoY) (Oct),Low Volatility Expected,3.4%,3.3%,2.7%
2024/11/20 03:00:00,GBP,RPI (MoM) (Oct),Low Volatility Expected,0.5%,,-0.3%
2024/11/20 03:00:00,EUR,German PPI (MoM) (Oct),Moderate Volatility Expected,0.2%,-0.1%,-0.5%
2024/11/20 03:00:00,EUR,German PPI (YoY) (Oct),Low Volatility Expected,-1.1%,-1.1%,-1.4%
2024/11/20 04:00:00,ZAR,Core CPI (MoM) (Oct),Low Volatility Expected,0.2%,,0.3%
2024/11/20 04:00:00,ZAR,Core CPI (YoY) (Oct),Low Volatility Expected,3.9%,,4.1%
2024/11/20 04:00:00,ZAR,CPI (MoM) (Oct),Low Volatility Expected,-0.1%,,0.1%
2024/11/20 04:00:00,ZAR,CPI (YoY) (Oct),Low Volatility Expected,2.8%,,3.8%
2024/11/20 05:00:00,EUR,ECB Financial Stability Review,Moderate Volatility Expected,,,
2024/11/20 05:30:00,GBP,House Price Index (YoY),Low Volatility Expected,2.9%,,2.8%
2024/11/20 06:30:00,EUR,German 30-Year Bund Auction,Low Volatility Expected,2.550%,,2.490%
2024/11/20 07:00:00,ZAR,Retail Sales (YoY) (Sep),Low Volatility Expected,0.9%,,3.3%
2024/11/20 08:00:00,USD,MBA 30-Year Mortgage Rate,Low Volatility Expected,6.90%,,6.86%
2024/11/20 08:00:00,USD,MBA Mortgage Applications (WoW),Low Volatility Expected,1.7%,,0.5%
2024/11/20 08:00:00,USD,MBA Purchase Index,Low Volatility Expected,136.0,,133.3
2024/11/20 08:00:00,USD,Mortgage Market Index,Low Volatility Expected,195.6,,192.4
2024/11/20 08:00:00,USD,Mortgage Refinance Index,Low Volatility Expected,514.9,,506.0
2024/11/20 09:00:00,EUR,ECB President Lagarde Speaks,Moderate Volatility Expected,,,
2024/11/20 11:30:00,USD,Crude Oil Inventories,High Volatility Expected,0.545M,0.400M,2.089M
2024/11/20 11:30:00,USD,EIA Refinery Crude Runs (WoW),Low Volatility Expected,-0.281M,,0.175M
2024/11/20 11:30:00,USD,Crude Oil Imports,Low Volatility Expected,0.237M,,-0.321M
2024/11/20 11:30:00,USD,Cushing Crude Oil Inventories,Moderate Volatility Expected,-0.140M,,-0.688M
2024/11/20 11:30:00,USD,Distillate Fuel Production,Low Volatility Expected,-0.132M,,-0.127M
2024/11/20 11:30:00,USD,EIA Weekly Distillates Stocks,Low Volatility Expected,-0.114M,-0.200M,-1.394M
2024/11/20 11:30:00,USD,Gasoline Production,Low Volatility Expected,-0.980M,,0.559M
2024/11/20 11:30:00,USD,Heating Oil Stockpiles,Low Volatility Expected,0.342M,,-1.060M
2024/11/20 11:30:00,USD,EIA Weekly Refinery Utilization Rates (WoW),Low Volatility Expected,-1.2%,,0.9%
2024/11/20 11:30:00,USD,Gasoline Inventories,Low Volatility Expected,2.054M,1.620M,-4.407M
2024/11/20 12:00:00,GBP,MPC Member Ramsden Speaks,Moderate Volatility Expected,,,
2024/11/20 12:00:00,USD,Fed Governor Cook Speaks,Low Volatility Expected,,,
2024/11/20 12:00:00,RUB,PPI (YoY) (Oct),Low Volatility Expected,2.7%,,5.6%
2024/11/20 12:00:00,RUB,PPI (MoM) (Oct),Low Volatility Expected,-0.6%,,0.5%
2024/11/20 13:15:00,USD,FOMC Member Bowman Speaks,Moderate Volatility Expected,,,
2024/11/20 14:00:00,USD,20-Year Bond Auction,Moderate Volatility Expected,4.680%,,4.590%
2024/11/20 14:00:00,EUR,ECB's De Guindos Speaks,Moderate Volatility Expected,,,
2024/11/20 19:50:00,JPY,Foreign Bonds Buying,Low Volatility Expected,-966.9B,,"1,724.6B"
2024/11/20 19:50:00,JPY,Foreign Investments in Japanese Stocks,Low Volatility Expected,127.6B,,514.2B
2024/11/20 20:30:00,AUD,Reserve Assets Total (Oct),Low Volatility Expected,98.1B,,93.0B
2024/11/20 22:00:00,NZD,Credit Card Spending (YoY),Low Volatility Expected,0.3%,,-3.1%
2024/11/21 01:10:00,JPY,BOJ Gov Ueda Speaks,Low Volatility Expected,,,
2024/11/21 01:30:00,GBP,Car Registration (MoM) (Oct),Low Volatility Expected,-47.6%,,225.4%
2024/11/21 01:30:00,GBP,Car Registration (YoY) (Oct),Low Volatility Expected,-6.0%,,1.0%
2024/11/21 01:30:00,EUR,Italian Car Registration (YoY) (Oct),Low Volatility Expected,-9.1%,,-10.7%
2024/11/21 01:30:00,EUR,Italian Car Registration (MoM) (Oct),Low Volatility Expected,4.0%,,76.0%
2024/11/21 01:30:00,EUR,German Car Registration (YoY) (Oct),Low Volatility Expected,6.0%,,-7.0%
2024/11/21 01:30:00,EUR,German Car Registration (MoM) (Oct),Low Volatility Expected,11.1%,,5.8%
2024/11/21 01:30:00,EUR,French Car Registration (YoY) (Oct),Low Volatility Expected,-11.1%,,-11.1%
2024/11/21 01:30:00,EUR,French Car Registration (MoM) (Oct),Low Volatility Expected,-2.5%,,61.7%
2024/11/21 03:00:00,GBP,Public Sector Net Borrowing (Oct),Low Volatility Expected,17.35B,14.10B,16.14B
2024/11/21 03:00:00,GBP,Public Sector Net Cash Requirement (Oct),Low Volatility Expected,11.133B,,-20.446B
2024/11/21 03:45:00,EUR,French Business Survey (Nov),Low Volatility Expected,97,95,93
2024/11/21 04:00:00,CHF,M3 Money Supply (Oct),Low Volatility Expected,"1,147.6B",,"1,148.2B"
2024/11/21 04:00:00,AUD,RBA Assist Gov Bullock Speaks,Moderate Volatility Expected,,,
2024/11/21 04:30:00,HKD,CPI (MoM) (Oct),Low Volatility Expected,0.20%,,0.10%
2024/11/21 04:30:00,HKD,CPI (YoY) (Oct),Low Volatility Expected,1.40%,1.70%,2.20%
2024/11/21 07:00:00,GBP,CBI Industrial Trends Orders (Nov),Low Volatility Expected,-19,-25,-27
2024/11/21 08:00:00,BRL,BCB National Monetary Council Meeting,Low Volatility Expected,,,
2024/11/21 09:00:00,RUB,Central Bank reserves (USD),Low Volatility Expected,611.6B,,620.8B
2024/11/21 09:00:00,ZAR,Interest Rate Decision (Nov),Moderate Volatility Expected,7.75%,7.75%,8.00%
2024/11/21 09:00:00,ZAR,Prime Rate (Nov),Low Volatility Expected,11.25%,,11.50%
2024/11/21 09:30:00,USD,Continuing Jobless Claims,Moderate Volatility Expected,"1,908K","1,870K","1,872K"
2024/11/21 09:30:00,USD,Initial Jobless Claims,High Volatility Expected,213K,220K,219K
2024/11/21 09:30:00,USD,Jobless Claims 4-Week Avg.,Low Volatility Expected,217.75K,,221.50K
2024/11/21 09:30:00,USD,Philadelphia Fed Manufacturing Index (Nov),High Volatility Expected,-5.5,7.4,10.3
2024/11/21 09:30:00,USD,Philly Fed Business Conditions (Nov),Low Volatility Expected,56.6,,36.7
2024/11/21 09:30:00,USD,Philly Fed CAPEX Index (Nov),Low Volatility Expected,24.90,,23.50
2024/11/21 09:30:00,USD,Philly Fed Employment (Nov),Moderate Volatility Expected,8.6,,-2.2
2024/11/21 09:30:00,USD,Philly Fed New Orders (Nov),Low Volatility Expected,8.9,,14.2
2024/11/21 09:30:00,USD,Philly Fed Prices Paid (Nov),Low Volatility Expected,26.60,,29.70
2024/11/21 09:30:00,CAD,IPPI (MoM) (Oct),Low Volatility Expected,1.2%,0.3%,-0.8%
2024/11/21 09:30:00,CAD,IPPI (YoY) (Oct),Low Volatility Expected,1.1%,,-1.0%
2024/11/21 09:30:00,CAD,RMPI (YoY) (Oct),Low Volatility Expected,-2.8%,,-8.8%
2024/11/21 09:30:00,CAD,RMPI (MoM) (Oct),Moderate Volatility Expected,3.8%,-1.5%,-3.2%
2024/11/21 09:30:00,BRL,Federal Tax Revenue,Low Volatility Expected,247.92B,,203.17B
2024/11/21 10:00:00,GBP,BoE MPC Member Mann Speaks,Moderate Volatility Expected,,,
2024/11/21 11:00:00,USD,Existing Home Sales (MoM) (Oct),Moderate Volatility Expected,3.4%,,-1.3%
2024/11/21 11:00:00,USD,Existing Home Sales (Oct),High Volatility Expected,3.96M,3.95M,3.83M
2024/11/21 11:00:00,USD,US Leading Index (MoM) (Oct),Moderate Volatility Expected,-0.4%,-0.3%,-0.3%
2024/11/21 11:00:00,EUR,Consumer Confidence (Nov),Low Volatility Expected,-13.7,-12.4,-12.5
2024/11/21 11:30:00,USD,Natural Gas Storage,Low Volatility Expected,-3B,2B,42B
2024/11/21 11:30:00,EUR,ECB's Elderson Speaks,Moderate Volatility Expected,,,
2024/11/21 11:30:00,EUR,ECB's Lane Speaks,Moderate Volatility Expected,,,
2024/11/21 12:00:00,USD,KC Fed Composite Index (Nov),Low Volatility Expected,-2,,-4
2024/11/21 12:00:00,USD,KC Fed Manufacturing Index (Nov),Low Volatility Expected,-4,,0
2024/11/21 12:30:00,USD,4-Week Bill Auction,Low Volatility Expected,4.530%,,4.510%
2024/11/21 12:30:00,USD,8-Week Bill Auction,Low Volatility Expected,4.480%,,4.460%
2024/11/21 13:25:00,USD,Fed Goolsbee Speaks,Low Volatility Expected,,,
2024/11/21 13:30:00,BRL,Foreign Exchange Flows,Low Volatility Expected,-1.989B,,-0.326B
2024/11/21 14:00:00,USD,10-Year TIPS Auction,Moderate Volatility Expected,2.071%,,1.592%
2024/11/21 17:30:00,USD,Fed's Balance Sheet,Moderate Volatility Expected,"6,924B",,"6,967B"
2024/11/21 17:30:00,USD,Reserve Balances with Federal Reserve Banks,Low Volatility Expected,3.267T,,3.192T
2024/11/21 17:40:00,USD,Fed Vice Chair for Supervision Barr Speaks,Moderate Volatility Expected,,,
2024/11/21 19:30:00,JPY,"CPI, n.s.a (MoM) (Oct)",Low Volatility Expected,0.6%,,-0.3%
2024/11/21 19:30:00,JPY,National Core CPI (YoY) (Oct),Moderate Volatility Expected,2.3%,2.2%,2.4%
2024/11/21 19:30:00,JPY,National CPI (YoY) (Oct),Low Volatility Expected,2.3%,,2.5%
2024/11/21 19:30:00,JPY,National CPI (MoM),Moderate Volatility Expected,0.4%,,-0.3%
2024/11/21 20:00:00,SGD,GDP (YoY) (Q3),Low Volatility Expected,5.4%,,3.0%
2024/11/21 20:01:00,GBP,GfK Consumer Confidence (Nov),Low Volatility Expected,-18,-22,-21
2024/11/21 22:00:00,SGD,GDP (QoQ),Low Volatility Expected,3.2%,2.1%,0.4%
2024/11/22 03:00:00,GBP,Core Retail Sales (MoM) (Oct),Moderate Volatility Expected,-0.9%,-0.3%,0.1%
2024/11/22 03:00:00,GBP,Core Retail Sales (YoY) (Oct),Moderate Volatility Expected,2.0%,3.3%,3.2%
2024/11/22 03:00:00,GBP,Retail Sales (MoM) (Oct),Moderate Volatility Expected,-0.7%,-0.3%,0.1%
2024/11/22 03:00:00,GBP,Retail Sales (YoY) (Oct),Moderate Volatility Expected,2.4%,3.4%,3.2%
2024/11/22 03:00:00,EUR,German GDP (YoY) (Q3),Moderate Volatility Expected,-0.3%,-0.2%,-0.2%
2024/11/22 03:00:00,EUR,German GDP (QoQ) (Q3),High Volatility Expected,0.1%,0.2%,0.2%
2024/11/22 04:30:00,EUR,ECB President Lagarde Speaks,Moderate Volatility Expected,,,
2024/11/22 04:40:00,EUR,ECB's De Guindos Speaks,Moderate Volatility Expected,,,
2024/11/22 07:15:00,EUR,ECB Supervisory Board Member Tuominen Speaks,Moderate Volatility Expected,,,
2024/11/22 07:30:00,INR,"FX Reserves, USD",Low Volatility Expected,657.89B,,675.65B
2024/11/22 08:40:00,CHF,SNB Vice Chairman Schlegel Speaks,Low Volatility Expected,,,
2024/11/22 09:00:00,EUR,German Buba President Nagel Speaks,Moderate Volatility Expected,,,
2024/11/22 09:30:00,CAD,Core Retail Sales (MoM) (Sep),Moderate Volatility Expected,0.9%,0.5%,-0.8%
2024/11/22 09:30:00,CAD,New Housing Price Index (MoM) (Oct),Moderate Volatility Expected,-0.4%,0.1%,0.0%
2024/11/22 09:30:00,CAD,Retail Sales (MoM) (Sep),Moderate Volatility Expected,0.4%,0.4%,0.4%
2024/11/22 11:00:00,USD,Michigan 1-Year Inflation Expectations (Nov),Moderate Volatility Expected,2.6%,2.6%,2.7%
2024/11/22 11:00:00,USD,Michigan 5-Year Inflation Expectations (Nov),Moderate Volatility Expected,3.2%,3.1%,3.0%
2024/11/22 11:00:00,USD,Michigan Consumer Expectations (Nov),Moderate Volatility Expected,76.9,78.5,74.1
2024/11/22 11:00:00,USD,Michigan Consumer Sentiment (Nov),Moderate Volatility Expected,71.8,73.7,70.5
